product_id,product_name,product_name_original,brand,category,subcategory,sku,price,price_unit,dosage_form,ingredients,specification,is_active,source_database,ai_extracted_product,has_ai_match,ai_match_confidence,total_quantity_purchased,purchase_frequency,avg_quantity_per_purchase,avg_purchase_price,min_purchase_price,max_purchase_price,pharmacies,first_purchase_date,last_purchase_date,promotion_programs,promotion_categories,promotion_count,has_purchase_data,has_promotion_data,data_completeness_score
LC_00016624,BERBERIN MỘC HƯƠNG HADIPHAR 100V,BERBERIN MỘC HƯƠNG HADIPHAR 100V,Hadiphar,Thuốc,Thuốc tiêu hoá & gan mật,00016624,7000.0,Hộp,Viên nén,"Berberin Clorid 5mg, Mộc hương 15mg",Hộp 100 viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00016739,STAR SORE THROAT OPV 2X12,STAR SORE THROAT OPV 2X12,Opv,Thuốc,Thuốc hô hấp,00016739,53000.0,Hộp,Viên ngậm,"Tyrothricin 4mg, Lidocaine 1mg, Cetrimid 2mg",Hộp 2 Vỉ x 12 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00009897,HOẠT HUYẾT DƯỠNG NÃO VBP TRAPHACO 5X20,HOẠT HUYẾT DƯỠNG NÃO VBP TRAPHACO 5X20,Traphaco,Thuốc,Thuốc tim mạch & máu,00009897,105000.0,Hộp,Viên nén bao phim,"Bạch quả 5mg, Đinh lăng 150mg",Hộp 5 Vỉ x 20 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00002183,ĐẠI TRÀNG HOÀN PH 10 GÓI,ĐẠI TRÀNG HOÀN PH 10 GÓI,PH,Thuốc,Thuốc tiêu hoá & gan mật,00002183,46000.0,Hộp,Viên nang cứng,"Hoàng liên 0.54 , Hoài Sơn 0.42 , Hoàng đằng 0.40 , Mộc hương 0.35 , Bạch linh 0.35 , Sa nhân 0.35 , Bạch thược 0.35 , Đảng Sâm 0.22 , Trần bì 0.25 , Mật ong 4 ",Hộp 10 Gói,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00017084,SALONPAS 6.5CM X 4.2CM HISAMITSU 2 GÓI X 10 MIẾNG,SALONPAS 6.5CM X 4.2CM HISAMITSU 2 GÓI X 10 MIẾNG,Hisamitsu,Thuốc,"Miếng dán, cao xoa, dầu",00017084,29000.0,Hộp,Miếng dán,"Methyl salicylate 6.29%, L-menthol 5.71%, DL-camphor 1.24%, Tocopheryl acetate 2%",Hộp 2 Gói x 10 Miếng,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00017441,AIR X 120 RX 10X10,AIR X 120 RX 10X10,RX,Thuốc,Thuốc tiêu hoá & gan mật,00017441,1310.0,Viên,Viên nén nhai,Simethicone 120mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00017577,HEMOPOLY CHO-A 20 ỐNG X 5ML,HEMOPOLY CHO-A 20 ỐNG X 5ML,CHO-A,Thuốc,Thuốc bổ & vitamin,00017577,340000.0,Hộp,Dung dịch uống,Sắt 50mg,Hộp 20 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00018315,BỔ PHẾ NAM HÀ KĐ 125ML,BỔ PHẾ NAM HÀ KĐ 125ML,Nam Hà,Thuốc,Thuốc hô hấp,00018315,54000.0,Chai,Siro,"Bạch phàn 0.208g, Xạ can 0.656g, Bạc hà 1.666g, Cam thảo 0.591g, Bán hạ (Thân, Rễ) 1.875g, Bạch linh 0.9g, Cát cánh 1.708g, Bách hộ 6.250g, Tỳ bà diệp 3.250g, Tang bạch bì 1.875g, Tinh dầu bạc hà 0.1g, Mơ muối 1.406g, Thiên môn đông 1.208g",Chai x 125ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00018322,SYSEYE MERAP 10ML,SYSEYE MERAP 10ML,Merap,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00018322,28500.0,Hộp,Dung dịch nhỏ mắt,hydroxypropyl methylcellulose 30mg,Hộp,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00020410,HAPACOL 325MG FLU DHG 24 GÓI,HAPACOL 325MG FLU DHG 24 GÓI,Dhg,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00020410,50400.0,Hộp,Cốm sủi bọt,"Paracetamol 325mg, Clorpheniramin maleat 2mg",Hộp 24 Gói x 1.5g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00020697,ODISTAD 120MG STELLA 2X21,ODISTAD 120MG STELLA 2X21,Stella Pharm,Thuốc,Thuốc tim mạch & máu,00020697,9880.0,Viên,Viên nang cứng,Orlistat 120mg,Hộp 2 Vỉ x 21 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00020710,DASBRAIN PHARMAMETICS 30V,DASBRAIN PHARMAMETICS 30V,Catalent,Thuốc,Thuốc tim mạch & máu,00020710,399000.0,Hộp,Viên nang mềm,"Eicosapentaenoic acid 60mg, Docosahexaenoic acid 260mg, Omega 3 1g",Hộp 30 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021268,NATRI CLORID 0.9% PHARMEDIC 500ML,NATRI CLORID 0.9% PHARMEDIC 500ML,Pharmedic,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00021268,13900.0,Chai,Dung dịch dùng ngoài,Natri clorid 0.9g,Chai,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021370,TELFAST KIDS 30MG SANOFI 1X10,TELFAST KIDS 30MG SANOFI 1X10,Sanofi,Thuốc,Thuốc dị ứng,00021370,30000.0,Hộp,Viên nén bao phim,Fexofenadin HCL 30mg,Hộp 1 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021500,NOVOTANE ULTRA CPC1 5ML,NOVOTANE ULTRA CPC1 5ML,CPC1HN,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00021500,50000.0,Chai,Dung dịch,"Polyethylene glycol 400 4mg, propylen glycol 3mg",Chai x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021512,ALZENTAL 400MG SHINPOONG 1X1 - THUỐC TRỊ GIUN,ALZENTAL 400MG SHINPOONG 1X1 - THUỐC TRỊ GIUN,Shinpoong Daewoo,Thuốc,"Thuốc kháng sinh, kháng nấm",00021512,4000.0,Hộp,Viên nén bao phim,Albendazol 400mg,Hộp 1 Vỉ x 1 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021575,GADACAL 200MG HATAPHAR 20 ỐNG X 10ML,GADACAL 200MG HATAPHAR 20 ỐNG X 10ML,Hà Tây,Thuốc,Thuốc bổ & vitamin,00021575,215000.0,Hộp,Dung dịch uống,"Lysine 200mg, Calcium 40mg, Phospho 31mg, Vitamin A 1000iu, Vitamin D3 100iu, Vitamin B1 3mg, Vitamin B2 3mg, Vitamin B6 2mg, Vitamin E 10mg, Vitamin C 12mg",Hộp 20 Ống x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021597,FUBENZON 500MG DHG 1X1,FUBENZON 500MG DHG 1X1,Dhg,Thuốc,"Thuốc kháng sinh, kháng nấm",00021597,4800.0,Hộp,Viên nén nhai,Mebendazol 500mg,Hộp 1 Vỉ x 1 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021652,CỒN BORIC 3% F.T 10ML,CỒN BORIC 3% F.T 10ML,Dược 3-2,Thuốc,Thuốc da liễu,00021652,7000.0,Chai,Dung dịch nhỏ tai,Acid Boric 3%,Chai x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021755,TELFOR 120MG DHG 2X10,TELFOR 120MG DHG 2X10,Dhg,Thuốc,Thuốc dị ứng,00021755,42000.0,Hộp,Viên nén bao phim,Fexofenadin Hydroclorid 120mg,Hộp 2 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00021792,SORBITOL 5G DHG 20 GÓI,SORBITOL 5G DHG 20 GÓI,Dhg,Thuốc,Thuốc tiêu hoá & gan mật,00021792,1000.0,Gói,Bột pha dung dịch uống,Sorbitol 5g,Hộp 20 Gói x 5g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022104,ADKOLD-NEW FOR CHILDREN PHARBACO 10 GÓI,ADKOLD-NEW FOR CHILDREN PHARBACO 10 GÓI,Pharbaco,Thuốc,Thuốc hô hấp,00022104,3100.0,Gói,Dạng bột,"Phenylephrine 2.5mg, Triprolidin 0.625mg",Hộp 10 Gói x 1.5g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022202,CỒN ASA HDPHARMA 20ML,CỒN ASA HDPHARMA 20ML,Hdpharma,Thuốc,Thuốc da liễu,00022202,3000.0,Chai,Dung dịch dùng ngoài,"Natri salicylat 1.76g, Aspirin 2g",Chai x 20ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022190,BACTRONIL 2% AGIO 5G,BACTRONIL 2% AGIO 5G,Agio,Thuốc,Thuốc da liễu,00022190,40000.0,Tuýp,Thuốc mỡ,Mupirocin 2%,Tuýp,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022280,OPHAZIDON 250 HÀ NỘI 100V,OPHAZIDON 250 HÀ NỘI 100V,Hanoi Pharma,Thuốc,Thuốc hô hấp,00022280,220.0,Viên,Viên nén,"Paracetamol 250mg, Cafein 10mg",Hộp 100 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022251,MEKOTRICIN 1MG MEKOPHAR 24V,MEKOTRICIN 1MG MEKOPHAR 24V,Mekophar,Thuốc,Thuốc hô hấp,00022251,6500.0,Hộp,Viên nén ngậm,Tyrothricin 1mg,Hộp 24 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022255,NATRI CLORID 0.9% HAIPHARCO 10ML,NATRI CLORID 0.9% HAIPHARCO 10ML,Haipharco,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00022255,3000.0,Chai,Dung dịch nhỏ mắt,Natri clorid 87.2mg,Lốc 10 Chai x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022343,Cồn thuốc chữa hắc lào lang ben Hadiphar 10ml,Cồn thuốc chữa hắc lào lang ben Hadiphar 10ml,Hadiphar,Thuốc,Thuốc da liễu,00022343,10000.0,Hộp,Dung dịch dùng ngoài,"Acid benzoic 7.5g, Acid Salicylic 7.5g, Iod 0.75g",Hộp x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022352,HỒ NƯỚC HÓA DƯỢC VN 20G,HỒ NƯỚC HÓA DƯỢC VN 20G,Hóa Dược,Thuốc,Thuốc da liễu,00022352,5000.0,Chai,Hỗn dịch,"Zinc oxide 4.0, Calcium Carbonate 4.0, Glycerin 6.0, Nước tinh khiết 6.0",Chai x 20g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022477,VIHACAPS 600MG MINSKINTERCAPS 5X10,VIHACAPS 600MG MINSKINTERCAPS 5X10,Minskintercaps,Thuốc,Thuốc tiêu hoá & gan mật,00022477,9520.0,Viên,Viên nang mềm,Phospholipid đậu nành 600mg,Hộp 5 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022501,NAPHAZOLIN DANAPHA 10ML - DUNG DỊCH NHỎ MŨI,NAPHAZOLIN DANAPHA 10ML - DUNG DỊCH NHỎ MŨI,Danapha,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00022501,4000.0,Chai,Dung dịch nhỏ mũi,Naphazolin nitrat 0.05%,Chai x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00022800,DUCHAT CPC1 4X5 7.5ML,DUCHAT CPC1 4X5 7.5ML,CPC1HN,Thuốc,Thuốc bổ & vitamin,00022800,250000.0,Hộp,Siro,"Calci lactat 66.66 , Thiamine 0.2mg, Riboflavin 0.23mg, Pyridoxine 0.4mg, Cholecalciferol 1mcg, Tocopheryl acetate 1mg, Lysine 20mg, Dexpanthenol 0.67mg, Nicotinamid 1.33mg",Hộp 4 Vỉ x 5 Ống x 7.5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00027541,ORESOL 245 DHG 20 GÓI,ORESOL 245 DHG 20 GÓI,Dhg,Thuốc,Thuốc bổ & vitamin,00027541,1350.0,Gói,Dạng bột,"Natri clorid 520mg, Natri citrat 580mg, Glucose 2.7, Kali clorid 300mg",Hộp 20 gói,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00028974,BERBERIN 10MG CỬU LONG 100V,BERBERIN 10MG CỬU LONG 100V,PHARIMEXCO,Thuốc,Thuốc tiêu hoá & gan mật,00028974,12000.0,Chai,Viên nén bao đường,Berberin Clorid 10mg,Chai 100 viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00029074,A.T SUCRALFATE 1000MG 20 GÓI X 5G,A.T SUCRALFATE 1000MG 20 GÓI X 5G,An Thiên,Thuốc,Thuốc tiêu hoá & gan mật,00029074,2475.0,Gói,Hỗn dịch uống,Sucralfate 1g,Hộp 20 Gói x 5g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00029481,A.T SILYMARIN 117MG AN THIÊN 3X10,A.T SILYMARIN 117MG AN THIÊN 3X10,An Thiên,Thuốc,Thuốc tiêu hoá & gan mật,00029481,165000.0,Hộp,Viên nén bao phim,Silymarin 117mg,Hộp 3 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00029527,TELODROP EYE DROPS LỌ-15ML,TELODROP EYE DROPS LỌ-15ML,Hanlim,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00029527,88000.0,Hộp,Dung dịch nhỏ mắt,"Hydroxypropyl methylcellulose 2910 0.3%, Dextran 70 0.1%",Hộp 1 Lọ,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00029664,PROSPAN FORTE 100ML,PROSPAN FORTE 100ML,Engelhard,Thuốc,Thuốc hô hấp,00029664,96000.0,Chai,Dung dịch uống,Chiết xuất cao khô lá thường xuân 35mg,Chai x 100ml,True,Long Chau,Prospan,True,1.0,1171,12,97.58,230921.25,29825,494700,"Nhà thuốc Minh Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/05/2025,29/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm; Chiết khấu thêm 5% cho đơn hàng từ 100 hộp trở lên","Khác, Thuốc ho & cảm lạnh",2,True,True,1.0
LC_00030398,EBYSTA MERAP 20 GÓI X 10ML,EBYSTA MERAP 20 GÓI X 10ML,Merap,Thuốc,Thuốc tiêu hoá & gan mật,00030398,4500.0,Gói,Hỗn dịch,"Sodium Alginate 500mg, Calcium Carbonate 160mg, Sodium bicarbonate 267mg",Hộp 20 Gói,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00030670,ENTEROGERMINA 4 TỶ/ ỐNG 5ML SANOFI 2X10,ENTEROGERMINA 4 TỶ/ ỐNG 5ML SANOFI 2X10,Sanofi,Thuốc,Thuốc tiêu hoá & gan mật,00030670,290000.0,Hộp,Hỗn dịch,Bào tử kháng đa kháng sinh Bacillus clausii 4tỷ cfu,Hộp 2 Vỉ x 10 Ống,True,Long Chau,Enterogermina,True,1.0,416,4,104.0,231011.75,57439,470542,"Nhà thuốc Phúc An, Nhà thuốc An Khang, Nhà thuốc Hoa Sen, Nhà thuốc Minh Châu",05/09/2025,26/01/2025,"Cứ 2 tặng 1 (50%), được cộng hưởng cùng",Khác,1,True,True,1.0
LC_00030776,CAO SAO VÀNG TW3 3G,CAO SAO VÀNG TW3 3G,Tw3,Thuốc,"Miếng dán, cao xoa, dầu",00030776,3500.0,Gói,Cao,"Long não 584.16mg, Menthol 33.66mg, Tinh dầu bạc hà 178.22mg, Tinh dầu tràm 643.56mg, Hương nhu trắng 56.44mg, Tinh dầu quế 56.44mg",Gói 1 Lọ x 3g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00031440,DAFLON 1000MG LES 3X10,DAFLON 1000MG LES 3X10,Servier,Thuốc,Thuốc tim mạch & máu,00031440,8850.0,Viên,Viên nén bao phim,"Diosmin 900mg, Hesperidin 100mg",Hộp 3 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00031514,AZOLTEL 400MG STELLA 1X1,AZOLTEL 400MG STELLA 1X1,Stella Pharm,Thuốc,"Thuốc kháng sinh, kháng nấm",00031514,4500.0,Hộp,Viên nén nhai,Albendazol 400mg,Hộp 1 Vỉ x 1 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00031715,BACTEROCIN OINT GENUONE 5G,BACTEROCIN OINT GENUONE 5G,GENUONE,Thuốc,Thuốc da liễu,00031715,47000.0,Hộp,Thuốc mỡ,Mupirocin 20mg,Hộp,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00031871,SALICYLIC 5% HATAPHAR TUÝP 15G,SALICYLIC 5% HATAPHAR TUÝP 15G,Hà Tây,Thuốc,Thuốc da liễu,00031871,19000.0,Hộp,Thuốc mỡ,Acid Salicylic 0.25g,Hộp 1 Tuýp x 15g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00031988,NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG,NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG,Dược 3-2,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00031988,9500.0,Chai,Dung dịch súc miệng,Natri clorid 4.5g,Thùng 18 Chai,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00032209,ORALEGIC 6MG/ML CPC 1 HN 2 X 5 ỐNG,ORALEGIC 6MG/ML CPC 1 HN 2 X 5 ỐNG,CPC1HN,Thuốc,Thuốc dị ứng,00032209,9000.0,Ống,Hỗn dịch uống,Fexofenadin HCL 6mg,Hộp 2 Vỉ x 5 Ống,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00032388,CALCIUM CORBIERE EXTRA SANOFI 3 X 10 ỐNG X10ML,CALCIUM CORBIERE EXTRA SANOFI 3 X 10 ỐNG X10ML,Sanofi,Thuốc,Cơ - xương - khớp,00032388,6567.0,Ống,Dung dịch uống,"Calcium glubionate 2938.59mg, Calcium lactobionate 639.83mg",Hộp 3 Vỉ x 10 Ống,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00032445,CALCIUM CORBIERE KIDS EXTRA SANOFI 5ML,CALCIUM CORBIERE KIDS EXTRA SANOFI 5ML,Sanofi,Thuốc,Cơ - xương - khớp,00032445,159000.0,Hộp,Dung dịch,"Canxi gluconat 1469.30mg, Calci lactat 319.91mg",Hộp 3 Vỉ x 10 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00049252,PROSPAN ENGELHARD 200ML,PROSPAN ENGELHARD 200ML,Engelhard,Thuốc,Thuốc hô hấp,00049252,156000.0,Hộp,Siro,Chiết xuất cao khô lá thường xuân 17.5mg,Hộp x 200ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00049129,DECOLGEN ND 500MG UNITED 30X4,DECOLGEN ND 500MG UNITED 30X4,United,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00049129,1250.0,Viên,Viên nén,"Paracetamol 500mg, Phenylephrine 10mg",Hộp 30 Vỉ x 4 Viên,True,Long Chau,Decolgen,True,1.0,598,8,74.75,256391.5,40898,480703,"Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân",01/08/2025,31/03/2025,,,0,True,False,0.8
LC_00045300,PANADOL 500MG GSK 6X4 VIÊN SỦI,PANADOL 500MG GSK 6X4 VIÊN SỦI,Gsk,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00045300,3500.0,Viên,Viên nén sủi bọt,Paracetamol 500mg,Hộp 6 Vỉ x 4 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00043832,THUỐC HO BỔ PHẾ BẢO THANH KHÔNG ĐƯỜNG 125ML,THUỐC HO BỔ PHẾ BẢO THANH KHÔNG ĐƯỜNG 125ML,Hoa Linh,Thuốc,Thuốc hô hấp,00043832,80000.0,Hộp,Siro,"Xuyên bối mẫu 5g, Tỳ bà diệp 12.5g, Sa sâm 2.5g, Phục Linh 2.5g, Trần bì 2.5g, Cát cánh 10g, Bán hạ (Thân, Rễ) 2.5g, Ngũ vị tử 1.3g, Qua lâu (Quả) 5g, Viễn chí 2.5g, Khổ hạnh nhân 5g, Can khương 2.5g, Mơ muối 12.5g, Mạch môn 2.5g, Thiên môn đông 1.3g, Cam thảo 2.5g, Tinh dầu bạc hà 27.5mg",Hộp x 125ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00041155,CARDIOTON LIPA 6X10,CARDIOTON LIPA 6X10,LIPA PHARMACEUTICALSLTD,Thuốc,Thuốc bổ & vitamin,00041155,7667.0,Viên,Viên nang mềm,"Ubidecarenone 30mg, D-alpha tocopherol 6.71mg",Hộp 6 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00040636,FEXOPHAR 60MG TV.PHARM 5X10,FEXOPHAR 60MG TV.PHARM 5X10,Tv.Pharm,Thuốc,Thuốc dị ứng,00040636,1400.0,Viên,Viên nén bao phim,Fexofenadin Hydroclorid 60mg,Hộp 5 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00503044,A.T DESLORATADIN 2.5MG AN THIÊN 60ML,A.T DESLORATADIN 2.5MG AN THIÊN 60ML,An Thiên,Thuốc,Thuốc dị ứng,00503044,28000.0,Chai,Dung dịch uống,Desloratadine 2.5mg,Chai x 60ml,True,Long Chau,Loratadin,True,1.0,0,0,0.0,0.0,0,0,,,,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,False,True,0.8
LC_00502263,HYLAFORM 0.1% 1ML CPC1 4X5 ỐNG ,HYLAFORM 0.1% 1ML CPC1 4X5 ỐNG ,CPC1HN,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00502263,219000.0,Hộp,Dung dịch nhỏ mắt,Natri hyaluronat 1mg,Hộp 4 Vỉ x 5 Ống,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00502000,BUNPIL 150MG APROGEN 15G,BUNPIL 150MG APROGEN 15G,Aprogen,Thuốc,Thuốc da liễu,00502000,88000.0,Hộp,Kem,Terbinafine HCL 10mg,Hộp x 15g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00500953,SALONPAS 6.5CM X 4.2CM HISAMITSU 24 GÓI X 10 MIẾNG,SALONPAS 6.5CM X 4.2CM HISAMITSU 24 GÓI X 10 MIẾNG,Hisamitsu,Thuốc,"Miếng dán, cao xoa, dầu",00500953,348000.0,Hộp,Cao dán,"Tocopherol acetate 2%, L-menthol 5.71%, DL-camphor 1.24%, Methyl salicylate 6.29%",Hộp 24 Gói x 10 Miếng,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00500658,ZY-10 FORTE 100MG Y-MED 3X10,ZY-10 FORTE 100MG Y-MED 3X10,Y-MED,Thuốc,Thuốc bổ & vitamin,00500658,15600.0,Viên,Viên nang mềm,Ubidecarenone 100mg,Hộp 3 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00500008,ANBALIV 400 PHƯƠNG ĐÔNG PHARMA 6X10,ANBALIV 400 PHƯƠNG ĐÔNG PHARMA 6X10,Phương Đông,Thuốc,Thuốc tiêu hoá & gan mật,00500008,660000.0,Hộp,Viên nén bao phim,Silymarin 400mg,Hộp 6 Vỉ x 10 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00033767,NASOLSPRAY MEKOPHAR 70ML,NASOLSPRAY MEKOPHAR 70ML,Mekophar,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00033767,30000.0,Hộp,Dung dịch vệ sinh mũi,natri chlorid 450mg,Hộp,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00033513,EFFER-PARALMAX C 500/150 BOSTON 5X4,EFFER-PARALMAX C 500/150 BOSTON 5X4,Boston,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00033513,2300.0,Viên,Viên nén sủi bọt,"Paracetamol 500mg, Acid Ascorbic 150 mg",Hộp 5 Vỉ x 4 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00033504,ORESOL 245 DOMESCO 20 GÓI,ORESOL 245 DOMESCO 20 GÓI,Domesco,Thuốc,Thuốc bổ & vitamin,00033504,30000.0,Hộp,Thuốc bột uống,"Natri clorid 520mg, Natri citract dihydrat 580mg, Kali clorid 300mg, Glucose 2700mg",Hộp 20 gói,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00033096,DẦU NÓNG QUẢNG ĐÀ 10ML,DẦU NÓNG QUẢNG ĐÀ 10ML,Danapha,Thuốc,"Miếng dán, cao xoa, dầu",00033096,29000.0,Hộp,Dạng dầu,"Menthol 2.56 , Camphor 1.43 , Methyl Salicylat 4.08 , Tinh dầu tràm 0.10 , Tinh dầu quế 18.75 , Tá dược vừa đủ 10ml",Hộp x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
